cms_txn_sk,sales_cust_id,sales_tran_id,sales_order_id,sales_item_quantity,sales_order_dt,cms_store_sk,sales_store_id,sales_store_name,sales_channel,sales_region_name,cms_product_sk,sales_product_id,sales_product_name,sales_product_desc,sales_prd_style_id,sales_prd_style_name,sales_prd_style_desc,sales_prd_color_id,sales_prd_color_shade_name,sales_prd_size_id,sales_prd_size_name,sales_prd_fit,sales_prd_category_id,sales_prd_category_name,sales_prd_brand_id,sales_prd_brand_name,sales_csat,sales_sell_price,sales_discount_amt,promoter,detractor,passive,sales_launch_date,premium_prd,ship_mode,payment_preference,insert_dt,last_modified_dt,insert_by,last_modified_by,job_id,batch_id
8707,PP-18955,txn8707,CA-2015-146815,8,2019-10-13,72,Store_030,Store030,Curbside,East,122,FUR-CH-10004289,Global Super Steno Chair,null,3,Hip-Hop,null,5,Dark,1,Extra Large,Relaxed,CAT001,Furniture,null,Respont,10,172.764,32.31225334,1,0,0,2019-10-13,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8708,PP-18955,txn8708,CA-2015-146815,7,2019-10-13,72,Store_030,Store030,Curbside,East,579,OFF-AR-10003469,Nontoxic Chalk,null,4,Formal,null,2,Bright,3,Medium,Tapered,CAT002,Office Supplies,null,Bounce,9,3.52,0.838425604,1,0,0,2019-10-13,N,Same Day,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8709,JD-16150,txn8709,CA-2015-119144,5,2019-10-13,285,Store_142,Store142,Online,West,1826,TEC-PH-10004188,OtterBox Commuter Series Case - Samsung Galaxy S4,null,3,Party,null,4,Dark,3,Medium,Relaxed,CAT003,Technology,null,Redash,7,79.968,4.619191018,0,0,1,2019-10-13,N,Same Day,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8710,JD-16150,txn8710,CA-2015-119144,6,2019-10-13,285,Store_142,Store142,Online,West,40,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",null,4,Formal,null,1,Other,3,Xtra Small,Relaxed,CAT001,Furniture,null,Aerodyne,10,305.9745,23.91205456,1,0,0,2019-10-12,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8711,JD-16150,txn8711,CA-2015-119144,3,2019-10-13,285,Store_142,Store142,Online,West,1322,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,null,3,Casual,null,3,Dark,3,Xtra Small,Tapered,CAT002,Office Supplies,null,Trust Nom,10,344.91,10.81392451,1,0,0,2019-10-13,N,First Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8712,EJ-14155,txn8712,CA-2015-105648,4,2019-10-13,275,Store_089,Store089,Delivery,West,350,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",null,2,Hip-Hop,null,1,Light,1,Xtra Small,Tapered,CAT001,Furniture,null,Redash,9,626.352,23.48300509,1,0,0,2019-10-13,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8713,PW-19240,txn8713,US-2016-145422,3,2019-10-13,30,Store_095,Store095,Delivery,West,19,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,null,2,Party,null,2,Bright,1,Large,Slim,CAT001,Furniture,null,Trust Nom,8,359.499,76.79666099,0,0,1,2019-10-13,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8714,TS-21430,txn8714,CA-2018-136623,8,2019-10-13,139,Store_189,Store189,Online,West,1671,TEC-PH-10000004,Belkin iPhone and iPad Lightning Cable,null,3,Hip-Hop,null,5,Dark,1,Medium,Relaxed,CAT003,Technology,null,Fostor,10,71.952,10.60546621,1,0,0,2019-10-13,N,Same Day,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8715,TS-21430,txn8715,CA-2018-136623,6,2019-10-13,139,Store_189,Store189,Online,West,786,OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",null,2,Party,null,2,Dark,3,Large,Slim,CAT002,Office Supplies,null,Bounce,8,29.8,1.017869074,0,0,1,2019-10-13,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8716,BM-11650,txn8716,CA-2018-121678,9,2019-10-13,null,0,null,Online,null,756,OFF-BI-10002949,Prestige Round Ring Binders,null,4,Hip-Hop,null,3,Dark,3,Xtra Small,Relaxed,CAT002,Office Supplies,null,Beautify,7,1.824,0.2291,0,0,1,2019-10-13,N,Same Day,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8717,AW-10930,txn8717,CA-2017-120824,10,2019-10-13,295,Store_033,Store033,Curbside,Central,400,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,null,3,Party,null,2,Dark,2,Medium,Relaxed,CAT002,Office Supplies,null,Catwomen,9,64.384,0.306017031,1,0,0,2019-10-03,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8718,AW-10930,txn8718,CA-2017-120824,10,2019-10-13,295,Store_033,Store033,Curbside,Central,181,FUR-FU-10001424,Dax Clear Box Frame,null,2,Casual,null,5,Light,1,Medium,Slim,CAT001,Furniture,null,Beautify,8,6.984,0.254840705,0,0,1,2019-10-13,N,First Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8719,AW-10930,txn8719,CA-2017-120824,7,2019-10-13,295,Store_033,Store033,Curbside,Central,579,OFF-AR-10003469,Nontoxic Chalk,null,4,Formal,null,2,Bright,3,Medium,Tapered,CAT002,Office Supplies,null,Bounce,9,11.264,2.002457656,1,0,0,2019-10-13,N,Same Day,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8720,AW-10930,txn8720,CA-2017-120824,3,2019-10-13,295,Store_033,Store033,Curbside,Central,1028,OFF-PA-10000232,Xerox 1975,null,1,Formal,null,4,Other,1,Medium,Slim,CAT002,Office Supplies,null,Murphy,9,15.552,0.385409421,1,0,0,2019-10-13,N,Standard Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8721,AW-10930,txn8721,CA-2017-120824,2,2019-10-13,295,Store_033,Store033,Curbside,Central,53,FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,null,2,Casual,null,1,Bright,1,Medium,Tapered,CAT001,Furniture,null,Bounce,8,379.372,79.69853274,0,0,1,2019-10-13,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8722,AW-10930,txn8722,CA-2017-120824,2,2019-10-13,295,Store_033,Store033,Curbside,Central,1370,OFF-ST-10002562,Staple magnet,null,3,Hip-Hop,null,1,Light,2,Medium,Slim,CAT002,Office Supplies,null,Bostel,7,67.536,6.615857705,0,0,1,2019-10-13,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8723,AW-10930,txn8723,CA-2017-120824,8,2019-10-13,295,Store_033,Store033,Curbside,Central,694,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",null,2,Party,null,4,Dark,1,Xtra Small,Regular,CAT002,Office Supplies,null,Beautify,10,1.524,0.37199695,1,0,0,2019-10-07,N,First Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8724,MH-17290,txn8724,US-2017-135209,3,2019-10-13,291,Store_328,Store328,Curbside,South,1192,OFF-PA-10002986,Xerox 1898,null,4,Hip-Hop,null,1,Other,3,Extra Large,Slim,CAT002,Office Supplies,null,Beautify,5,37.408,8.100539259,0,1,0,2019-10-12,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8725,MH-17290,txn8725,US-2017-135209,10,2019-10-13,291,Store_328,Store328,Curbside,South,1020,OFF-PA-10000143,Astroparche Fine Business Paper,null,2,Party,null,3,Light,3,Small,Relaxed,CAT002,Office Supplies,null,Bounce,9,25.344,3.557494128,1,0,0,2019-10-13,N,Same Day,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8726,SW-20275,txn8726,CA-2018-148145,10,2019-10-13,78,Store_061,Store061,Delivery,West,594,OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,null,1,Formal,null,5,Bright,3,Xtra Small,Tapered,CAT002,Office Supplies,null,Bounce,9,46.2,11.31908342,1,0,0,2019-10-13,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8727,SP-20860,txn8727,CA-2016-103870,3,2019-10-13,313,Store_109,Store109,Online,South,1524,TEC-AC-10002370,Maxell CD-R Discs,null,1,Casual,null,1,Bright,1,Large,Slim,CAT003,Technology,null,Murphy,7,4.728,0.386474789,0,0,1,2019-10-13,N,Same Day,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8728,SP-20860,txn8728,CA-2016-103870,7,2019-10-13,313,Store_109,Store109,Online,South,208,FUR-FU-10002030,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",null,4,Hip-Hop,null,2,Dark,3,Xtra Small,Slim,CAT001,Furniture,null,Beautify,10,53.352,4.895254336,1,0,0,2019-10-13,N,First Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8729,SP-20860,txn8729,CA-2016-103870,3,2019-10-13,313,Store_109,Store109,Online,South,25,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,null,4,Party,null,2,Other,1,Medium,Tapered,CAT001,Furniture,null,Bounce,9,131.104,18.39261571,1,0,0,2019-10-13,N,First Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8730,SP-20860,txn8730,CA-2016-103870,1,2019-10-13,313,Store_109,Store109,Online,South,1370,OFF-ST-10002562,Staple magnet,null,3,Hip-Hop,null,1,Light,2,Medium,Slim,CAT002,Office Supplies,null,Bostel,4,22.512,0.74381476,0,1,0,2019-10-13,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8731,SP-20860,txn8731,CA-2016-103870,8,2019-10-13,313,Store_109,Store109,Online,South,1573,TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,null,4,Hip-Hop,null,2,Other,1,Large,Relaxed,CAT003,Technology,null,Beautify,8,72.744,0.944665088,0,0,1,2019-10-13,N,First Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8732,SC-20695,txn8732,CA-2016-111017,5,2019-10-13,34,Store_358,Store358,Online,Central,1437,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",null,3,Party,null,3,Dark,2,Extra Large,Slim,CAT002,Office Supplies,null,Bounce,7,52.59,4.103306101,0,0,1,2019-10-13,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8733,PW-19030,txn8733,CA-2018-116988,6,2019-10-13,209,Store_060,Store060,Online,West,1232,OFF-PA-10003848,Xerox 1997,null,4,Casual,null,5,Bright,1,Large,Tapered,CAT002,Office Supplies,null,Aerospace,9,19.44,0.709256927,1,0,0,2019-10-13,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8734,PW-19030,txn8734,CA-2018-116988,8,2019-10-13,209,Store_060,Store060,Online,West,179,FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,null,1,Party,null,2,Light,3,Medium,Slim,CAT001,Furniture,null,Renow,9,126.3,20.70108538,1,0,0,2019-10-13,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8735,PW-19030,txn8735,CA-2018-116988,8,2019-10-13,209,Store_060,Store060,Online,West,1564,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,null,4,Casual,null,4,Bright,3,Large,Regular,CAT003,Technology,null,Bounce,7,1287.45,233.37213,0,0,1,2019-10-11,N,First Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8736,CS-12250,txn8736,US-2015-169390,9,2019-10-13,140,Store_024,Store024,Online,East,1345,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,null,2,Casual,null,4,Bright,3,Medium,Regular,CAT002,Office Supplies,null,Beautify,6,64.96,15.33070447,0,1,0,2019-10-13,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8737,RP-19855,txn8737,CA-2017-168774,8,2019-10-13,null,0,null,Online,null,1339,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",null,2,Hip-Hop,null,4,Light,2,Small,Regular,CAT002,Office Supplies,null,Beautify,8,535.41,4.91352272,0,0,1,2019-10-07,N,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8738,CS-12175,txn8738,CA-2018-161592,4,2019-10-13,null,0,null,Online,null,781,OFF-BI-10003669,3M Organizer Strips,null,4,Casual,null,3,Other,3,Large,Tapered,CAT002,Office Supplies,null,Godsub,10,8.1,1.601681199,1,0,0,2019-10-12,N,Same Day,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8739,MJ-17740,txn8739,US-2018-131961,1,2019-10-13,278,Store_012,Store012,Delivery,East,617,OFF-AR-10004441,BIC Brite Liner Highlighters,null,1,Hip-Hop,null,3,Bright,1,Medium,Regular,CAT002,Office Supplies,null,Bounce,10,13.248,2.526127496,1,0,0,2019-10-05,N,Second Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8740,MJ-17740,txn8740,US-2018-131961,10,2019-10-13,278,Store_012,Store012,Delivery,East,1740,TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,null,1,Formal,null,1,Dark,1,Medium,Tapered,CAT003,Technology,null,Beautify,8,83.988,15.04825065,0,0,1,2019-10-13,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8741,JG-15160,txn8741,CA-2017-102498,9,2019-10-12,167,Store_299,Store299,Delivery,South,618,OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,null,1,Formal,null,4,Other,2,Large,Slim,CAT002,Office Supplies,null,Lifestyle,7,73.2,10.10731676,0,0,1,2019-10-12,N,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8742,AG-10765,txn8742,CA-2016-113222,6,2019-10-12,null,0,null,Curbside,null,713,OFF-BI-10001890,Avery Poly Binder Pockets,null,1,Hip-Hop,null,5,Other,2,Large,Relaxed,CAT002,Office Supplies,null,Respont,8,10.74,0.986097938,0,0,1,2019-10-12,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8743,CK-12205,txn8743,US-2016-144771,3,2019-10-12,null,0,null,Delivery,null,159,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,null,1,Formal,null,5,Dark,2,Large,Slim,CAT001,Furniture,null,Bounce,8,11.032,0.540585948,0,0,1,2019-10-12,N,First Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8744,CK-12205,txn8744,US-2016-144771,2,2019-10-12,null,0,null,Delivery,null,1520,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,null,4,Party,null,4,Other,3,Extra Large,Relaxed,CAT003,Technology,null,Beautify,9,53.04,8.56436921,1,0,0,2019-10-12,N,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8745,HD-14785,txn8745,CA-2016-162376,9,2019-10-12,null,0,null,Curbside,null,566,OFF-AR-10003056,Newell 341,null,1,Party,null,2,Light,1,Large,Slim,CAT002,Office Supplies,null,Bostel,8,17.12,3.606813546,0,0,1,2019-10-12,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8746,HD-14785,txn8746,CA-2016-162376,3,2019-10-12,null,0,null,Curbside,null,1034,OFF-PA-10000300,Xerox 1936,null,2,Formal,null,5,Dark,3,Xtra Small,Regular,CAT002,Office Supplies,null,Bounce,9,59.94,8.606348632,1,0,0,2019-10-12,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8747,BO-11350,txn8747,CA-2018-128076,7,2019-10-12,139,Store_189,Store189,Online,West,149,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,null,1,Formal,null,3,Other,1,Large,Tapered,CAT001,Furniture,null,Bounce,8,210.58,32.95600957,0,0,1,2019-10-12,N,First Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8748,BO-11350,txn8748,CA-2018-128076,9,2019-10-12,139,Store_189,Store189,Online,West,777,OFF-BI-10003638,GBC Durable Plastic Covers,null,2,Formal,null,5,Other,1,Medium,Regular,CAT002,Office Supplies,null,Beautify,8,30.96,4.03402756,0,0,1,2019-10-12,N,Same Day,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8749,BO-11350,txn8749,CA-2018-128076,1,2019-10-12,139,Store_189,Store189,Online,West,1634,TEC-MA-10002109,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",null,1,Casual,null,2,Bright,3,Xtra Small,Slim,CAT003,Technology,null,Murphy,2,239.984,55.03368643,0,1,0,2019-10-12,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8750,LC-16885,txn8750,US-2016-163825,7,2019-10-12,72,Store_030,Store030,Delivery,East,775,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,null,4,Party,null,2,Light,3,Extra Large,Regular,CAT002,Office Supplies,null,Fostor,8,3050.376,137.1573028,0,0,1,2019-10-11,Y,First Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8751,LC-16885,txn8751,US-2016-163825,8,2019-10-12,72,Store_030,Store030,Delivery,East,1849,TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,null,1,Formal,null,5,Bright,1,Xtra Small,Tapered,CAT003,Technology,null,Beautify,9,133.98,19.37966529,1,0,0,2019-10-12,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8752,RB-19465,txn8752,CA-2017-105662,3,2019-10-12,null,0,null,Curbside,null,1078,OFF-PA-10001001,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",null,2,Formal,null,3,Bright,1,Small,Relaxed,CAT002,Office Supplies,null,Beautify,9,93.248,2.994596554,1,0,0,2019-10-12,N,First Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8753,RB-19465,txn8753,CA-2017-105662,10,2019-10-12,null,0,null,Curbside,null,1707,TEC-PH-10001198,Avaya 4621SW VoIP phone,null,2,Party,null,5,Other,3,Extra Large,Tapered,CAT003,Technology,null,Murphy,10,177.48,33.9073271,1,0,0,2019-10-12,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8754,JD-16015,txn8754,CA-2018-152198,1,2019-10-12,267,Store_214,Store214,Delivery,East,950,OFF-LA-10000443,Avery 501,null,1,Casual,null,4,Dark,2,Extra Large,Regular,CAT002,Office Supplies,null,Fostor,3,17.712,0.787808137,0,1,0,2019-10-12,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8755,JD-16015,txn8755,CA-2018-152198,6,2019-10-12,267,Store_214,Store214,Delivery,East,781,OFF-BI-10003669,3M Organizer Strips,null,4,Casual,null,3,Other,3,Large,Tapered,CAT002,Office Supplies,null,Godsub,10,4.86,0.661945821,1,0,0,2019-10-12,N,Standard Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8756,JD-16015,txn8756,CA-2018-152198,8,2019-10-12,267,Store_214,Store214,Delivery,East,700,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",null,1,Formal,null,3,Dark,1,Large,Slim,CAT002,Office Supplies,null,Murphy,4,6.258,0.649910505,0,1,0,2019-10-12,N,First Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8757,MF-17665,txn8757,CA-2017-114307,6,2019-10-12,60,Store_210,Store210,Online,East,422,OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,null,4,Formal,null,4,Dark,3,Extra Large,Relaxed,CAT002,Office Supplies,null,Bounce,9,37.68,2.422747809,1,0,0,2019-10-12,N,First Class,Debit card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8758,MF-17665,txn8758,CA-2017-114307,9,2019-10-12,60,Store_210,Store210,Online,East,1248,OFF-PA-10004100,Xerox 216,null,1,Hip-Hop,null,4,Dark,1,Medium,Relaxed,CAT002,Office Supplies,null,Respont,8,51.84,8.070219069,0,0,1,2019-10-12,N,First Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8759,MF-17665,txn8759,CA-2017-114307,6,2019-10-12,60,Store_210,Store210,Online,East,168,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",null,1,Hip-Hop,null,1,Bright,1,Large,Tapered,CAT001,Furniture,null,Bounce,9,27.42,0.581184023,1,0,0,2019-10-12,N,Same Day,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8760,MF-17665,txn8760,CA-2017-114307,5,2019-10-12,60,Store_210,Store210,Online,East,719,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,null,1,Casual,null,3,Light,2,Large,Regular,CAT002,Office Supplies,null,Bounce,8,5.4,0.62741326,0,0,1,2019-10-12,N,Standard Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8761,BF-11170,txn8761,CA-2017-159891,2,2019-10-12,287,Store_149,Store149,Curbside,South,775,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,null,4,Party,null,2,Light,3,Extra Large,Regular,CAT002,Office Supplies,null,Fostor,7,1270.99,100.7781381,0,0,1,2019-10-11,Y,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8762,BF-11170,txn8762,CA-2017-159891,8,2019-10-12,287,Store_149,Store149,Curbside,South,894,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",null,1,Casual,null,3,Other,1,Medium,Regular,CAT002,Office Supplies,null,Redash,7,125.36,0.438674216,0,0,1,2019-10-12,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8763,FO-14305,txn8763,CA-2017-112578,7,2019-10-12,null,0,null,Delivery,null,1397,OFF-ST-10003722,Project Tote Personal File,null,1,Party,null,4,Light,1,Medium,Slim,CAT002,Office Supplies,null,Bostel,10,14.03,2.245409018,1,0,0,2019-10-12,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8764,FO-14305,txn8764,CA-2017-112578,4,2019-10-12,null,0,null,Delivery,null,1436,OFF-SU-10002557,Fiskars Spring-Action Scissors,null,2,Formal,null,3,Bright,2,Xtra Small,Tapered,CAT002,Office Supplies,null,Bounce,8,27.96,2.997595234,0,0,1,2019-10-05,N,Second Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8765,BB-11545,txn8765,CA-2016-107083,7,2019-10-12,307,Store_007,Store007,Online,Central,547,OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",null,2,Hip-Hop,null,1,Bright,2,Small,Tapered,CAT002,Office Supplies,null,Aerodyne,9,5.344,0.715333357,1,0,0,2019-10-12,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8766,BB-11545,txn8766,CA-2016-107083,7,2019-10-12,307,Store_007,Store007,Online,Central,662,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,null,4,Formal,null,5,Dark,3,Medium,Slim,CAT002,Office Supplies,null,Bounce,3,1.696,0.343057257,0,1,0,2019-10-12,N,First Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8767,BB-11545,txn8767,CA-2016-107083,6,2019-10-12,307,Store_007,Store007,Online,Central,459,OFF-AP-10004136,Kensington 6 Outlet SmartSocket Surge Protector,null,3,Hip-Hop,null,5,Light,3,Extra Large,Relaxed,CAT002,Office Supplies,null,Bounce,9,24.588,3.075333967,1,0,0,2019-10-12,N,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8768,BB-11545,txn8768,CA-2016-107083,1,2019-10-12,307,Store_007,Store007,Online,Central,728,OFF-BI-10002194,Cardinal Hold-It CD Pocket,null,2,Casual,null,1,Bright,3,Small,Regular,CAT002,Office Supplies,null,Beautify,10,7.98,1.160957258,1,0,0,2019-10-12,N,Standard Class,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8769,IL-15100,txn8769,CA-2016-151722,2,2019-10-12,182,Store_048,Store048,Delivery,East,1475,TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,null,2,Formal,null,5,Other,2,Extra Large,Slim,CAT003,Technology,null,Beautify,7,288.0,7.319021422,0,0,1,2019-10-06,N,Second Class,Digital Mode,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8770,PO-19180,txn8770,CA-2017-151148,4,2019-10-12,77,Store_128,Store128,Curbside,West,1738,TEC-PH-10001870,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,null,1,Casual,null,3,Bright,1,Small,Regular,CAT003,Technology,null,Bounce,6,146.952,35.14214362,0,1,0,2019-10-12,N,Same Day,Credit Card,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
8771,PO-19180,txn8771,CA-2017-151148,1,2019-10-12,77,Store_128,Store128,Curbside,West,86,FUR-CH-10002304,"Global Stack Chair without Arms, Black",null,2,Party,null,1,Other,2,Extra Large,Regular,CAT001,Furniture,null,Renow,9,83.136,10.54891659,1,0,0,2019-10-12,N,Second Class,Cash,2022-03-16,2022-03-16,Manual_Trigger,Manual_Trigger,1234,15678-abcd
